,agg_dob_first,agg_dob_second,agg_height_first,agg_height_second,agg_reach_first,agg_reach_second,agg_stand_first,agg_stand_second,agg_str_acc_first,agg_str_acc_second,agg_weight_first,date_card,first_fighter_res,first_sig_str_,first_sig_str_percentage,first_total_str,method,second_sig_str_percentage,second_total_str,time,type
2333,24-Aug-78,22-Dec-86,"5' 9""","5' 11""","70""","70""",Southpaw,Southpaw,43%,35%,155 lbs.,30-May-15,W,66 of 191,34%,70 of 196, Decision - Unanimous ,30%,31 of 89,5:00,
2334,1-Jun-83,24-Dec-92,"5' 10""","6' 0""",--,"74""",Orthodox,Southpaw,47%,46%,170 lbs.,30-May-15,L,22 of 39,56%,24 of 41, KO/TKO ,60%,26 of 42,1:37,
2335,14-Apr-85,6-Jan-85,"5' 5""","5' 4""","67""","65""",Orthodox,Southpaw,39%,29%,125 lbs.,30-May-15,W,21 of 54,38%,36 of 71, Decision - Unanimous ,42%,45 of 87,5:00,
2336,11-Dec-86,16-Nov-84,"5' 11""","5' 11""","73""","74""",Orthodox,Orthodox,39%,37%,170 lbs.,30-May-15,L,57 of 131,43%,61 of 135, Decision - Split ,29%,50 of 150,5:00,
2337,11-Nov-88,16-Feb-91,"6' 0""","5' 8""","72""","70""",Southpaw,Orthodox,35%,41%,145 lbs.,30-May-15,L,7 of 23,30%,11 of 27, KO/TKO ,56%,78 of 123,0:30,
2338,15-Mar-82,5-Mar-89,"5' 5""","5' 6""","65""",--,Orthodox,Orthodox,44%,39%,115 lbs.,30-May-15,W,41 of 72,56%,119 of 162, Decision - Unanimous ,35%,32 of 58,5:00,
2339,6-May-82,26-Sep-91,"5' 11""","6' 3""",--,"73""",Orthodox,Southpaw,50%,50%,170 lbs.,30-May-15,L,21 of 43,48%,28 of 52, KO/TKO ,61%,26 of 42,4:58,
2340,6-Mar-84,20-Mar-79,"6' 2""","5' 11""","78""","72""",Orthodox,Orthodox,47%,52%,205 lbs.,23-May-15,L,23 of 50,46%,28 of 56, Submission ,56%,70 of 92,2:39,belt perf
2341,29-Mar-83,3-May-85,"6' 1""","5' 8""","73""","68""",Orthodox,Orthodox,46%,51%,170 lbs.,23-May-15,W,71 of 171,41%,71 of 171, KO/TKO ,55%,72 of 129,4:44,
2342,17-Jul-82,4-Feb-79,"6' 6""","6' 3""","79""","77""",Orthodox,Orthodox,41%,44%,255 lbs.,23-May-15,L,15 of 38,39%,15 of 38, KO/TKO ,60%,51 of 85,4:41,fight
2343,31-Jul-84,20-Mar-84,"5' 4""","5' 6""","65""","66""",Southpaw,Orthodox,34%,43%,125 lbs.,23-May-15,W,63 of 109,57%,116 of 168, Decision - Unanimous ,56%,55 of 92,5:00,
2344,26-Sep-84,19-Apr-83,"5' 3""","5' 4""","66""","64""",Orthodox,Southpaw,40%,43%,135 lbs.,23-May-15,W,31 of 98,31%,32 of 99, Decision - Unanimous ,43%,39 of 87,5:00,
2345,17-Nov-81,10-Apr-80,"6' 2""","5' 10""","76""","72""",Southpaw,Orthodox,49%,43%,170 lbs.,23-May-15,W,30 of 44,68%,135 of 165, Submission ,45%,21 of 46,2:13,
2346,31-Jul-84,25-Dec-82,"6' 0""","6' 0""","79""","77""",Orthodox,Orthodox,51%,47%,185 lbs.,23-May-15,L,43 of 74,58%,47 of 78, Decision - Split ,43%,63 of 125,5:00,
2347,18-Sep-75,22-Feb-88,"6' 0""","5' 11""","74""","72""",Orthodox,Orthodox,45%,38%,170 lbs.,23-May-15,L,16 of 26,61%,33 of 46, Decision - Unanimous ,50%,95 of 129,5:00,
2348,27-Oct-91,,"5' 10""",,"70""",,Southpaw,,56%,,155 lbs.,23-May-15,W,32 of 50,64%,53 of 80, Submission ,28%,11 of 30,2:38,
2349,2-May-92,24-Jul-84,"5' 7""","5' 4""","66""","64""",Southpaw,Orthodox,51%,36%,125 lbs.,23-May-15,W,64 of 128,50%,64 of 128, Decision - Unanimous ,38%,72 of 129,5:00,
2350,16-Oct-81,14-May-79,"5' 6""","5' 6""","68""","67""",Orthodox,Orthodox,39%,40%,135 lbs.,16-May-15,W,83 of 258,32%,91 of 266, Decision - Unanimous ,32%,50 of 149,5:00,
2351,1-Aug-85,29-Nov-79,"6' 2""","5' 11""","76""","73""",Orthodox,Orthodox,50%,35%,185 lbs.,16-May-15,W,56 of 85,65%,137 of 182, Decision - Unanimous ,19%,12 of 49,5:00,
2352,20-Mar-88,31-Jan-89,"6' 0""","6' 2""","71""","75""",Orthodox,Orthodox,42%,38%,170 lbs.,16-May-15,W,13 of 39,33%,13 of 39, KO/TKO ,37%,6 of 16,1:25,
2353,9-Feb-78,13-Apr-88,"6' 0""","6' 6""","71""","77""",Orthodox,Orthodox,51%,36%,185 lbs.,16-May-15,W,35 of 71,49%,43 of 79, Decision - Unanimous ,43%,98 of 154,5:00,
2354,16-Jan-85,3-Aug-87,"6' 3""","6' 3""","77""","80""",Orthodox,Orthodox,41%,46%,170 lbs.,16-May-15,L,15 of 36,41%,15 of 36, KO/TKO ,57%,64 of 102,1:24,perf
2355,3-Feb-84,16-Jul-81,"5' 9""","5' 9""","72""",--,Orthodox,Orthodox,35%,51%,145 lbs.,16-May-15,W,12 of 24,50%,54 of 74, Decision - Split ,48%,56 of 92,5:00,
2356,16-Feb-86,7-Jan-89,"5' 8""","5' 8""","68""","68""",Orthodox,Orthodox,45%,54%,145 lbs.,16-May-15,L,32 of 77,41%,36 of 82, Decision - Split ,47%,63 of 98,5:00,
2357,15-Apr-83,28-Aug-84,"5' 9""","5' 11""","71""","73""",Switch,Orthodox,38%,40%,155 lbs.,16-May-15,L,12 of 34,35%,12 of 34, Submission ,41%,13 of 31,3:56,perf
2358,10-Mar-90,21-Apr-84,"5' 11""","5' 11""","71""","75""",Southpaw,Orthodox,48%,42%,155 lbs.,16-May-15,L,20 of 47,42%,51 of 81, Decision - Unanimous ,39%,23 of 54,5:00,
2359,15-Dec-81,15-Nov-86,"5' 4""","5' 7""","64""","67""",Southpaw,Orthodox,41%,60%,145 lbs.,16-May-15,W,46 of 92,50%,77 of 130, KO/TKO ,56%,29 of 43,4:59,
2360,4-Dec-90,19-Aug-87,"5' 4""","5' 6""",--,"67""",Orthodox,Orthodox,46%,38%,125 lbs.,16-May-15,L,27 of 54,50%,32 of 61, Submission ,42%,36 of 67,3:13,fight
2361,17-May-88,7-Feb-91,"5' 6""","5' 5""",--,"64""",Orthodox,Orthodox,47%,21%,125 lbs.,16-May-15,L,52 of 109,47%,52 of 109, Decision - Split ,8%,12 of 112,5:00,
2362,19-Aug-82,23-Mar-74,"6' 4""","5' 10""","80""","72""",Orthodox,Orthodox,53%,43%,240 lbs.,9-May-15,W,113 of 180,62%,361 of 464, KO/TKO ,34%,46 of 109,2:47,
2363,21-Dec-87,20-Dec-90,"6' 1""","6' 0""","74""","73""",Orthodox,Orthodox,41%,41%,185 lbs.,9-May-15,L,2 of 7,28%,2 of 7, KO/TKO ,71%,10 of 14,0:44,perf
2364,5-Oct-72,2-Sep-83,"6' 3""","6' 1""","75""","74""",Orthodox,Orthodox,43%,48%,205 lbs.,9-May-15,L,3 of 5,60%,3 of 5, KO/TKO ,52%,20 of 38,0:56,
2365,19-Aug-94,23-Feb-87,"5' 11""","6' 3""","73""","76""",Orthodox,Orthodox,44%,39%,170 lbs.,9-May-15,L,4 of 28,14%,4 of 28, Submission ,38%,19 of 35,4:53,perf
2366,18-Jul-83,13-Feb-90,"5' 11""","6' 0""","73""","75""",Orthodox,Switch,42%,48%,145 lbs.,9-May-15,L,32 of 92,34%,38 of 98, KO/TKO ,34%,34 of 74,4:13,perf
2367,18-Mar-80,28-Apr-89,"6' 1""","5' 10""","76""",--,Southpaw,Orthodox,50%,30%,170 lbs.,9-May-15,W,31 of 82,37%,44 of 98, Decision - Split ,34%,33 of 80,5:00,
2368,31-Oct-77,6-May-86,"6' 0""","6' 2""","70""","75""",Southpaw,Southpaw,38%,43%,185 lbs.,9-May-15,L,2 of 8,25%,2 of 8, KO/TKO ,61%,8 of 13,0:49,
2369,11-Feb-89,15-Nov-82,"5' 6""","5' 4""","64""",--,Orthodox,,42%,48%,125 lbs.,9-May-15,W,21 of 40,52%,33 of 55, Submission ,41%,8 of 18,4:09,
2370,2-Sep-81,13-Mar-85,"6' 3""","6' 3""","76""","77""",Orthodox,Southpaw,44%,45%,235 lbs.,4-Apr-15,L,9 of 25,36%,11 of 27, KO/TKO ,37%,33 of 72,4:57,perf
2371,15-Nov-79,24-Jun-89,"6' 1""","6' 1""","74""","76""",Switch,Orthodox,50%,41%,185 lbs.,9-May-15,L,25 of 56,44%,32 of 63, Submission ,56%,64 of 100,4:54,
2372,25-Oct-78,11-Apr-91,"5' 3""","5' 4""","63""","65""",Southpaw,Orthodox,54%,43%,115 lbs.,9-May-15,W,44 of 109,40%,53 of 121, Submission ,42%,123 of 239,3:15,perf
2373,30-May-79,31-Jul-91,"5' 7""","5' 7""","68""","70""",Orthodox,Southpaw,41%,43%,135 lbs.,25-Apr-15,L,20 of 56,35%,20 of 56, KO/TKO ,41%,32 of 76,4:18,perf
2374,6-Feb-77,24-Jun-87,"5' 11""","5' 7""","73""","69""",Orthodox,Orthodox,48%,47%,170 lbs.,9-May-15,L,59 of 106,55%,103 of 156, Decision - Unanimous ,49%,83 of 127,5:00,
2375,27-Mar-86,3-Aug-88,"5' 5""","5' 5""","65""","65""",Orthodox,Switch,32%,40%,125 lbs.,9-May-15,L,15 of 49,30%,28 of 62, KO/TKO ,45%,27 of 60,4:59,
2376,,,,,,,,,,,,3-Feb-07,W,13 of 18,72%,13 of 18, KO/TKO ,50%,1 of 2,0:19,
2377,13-Aug-86,12-Oct-90,"5' 3""","5' 5""","66""","66""",Orthodox,Orthodox,54%,45%,125 lbs.,25-Apr-15,W,66 of 121,54%,149 of 208, Submission ,34%,61 of 127,4:59,belt perf
2378,20-Jun-78,17-Mar-80,"6' 1""","6' 1""","73""","75""",Orthodox,Orthodox,54%,58%,205 lbs.,25-Apr-15,W,99 of 211,46%,114 of 230, Decision - Unanimous ,50%,94 of 162,5:00,
2379,28-Feb-79,10-Aug-83,"6' 1""","6' 2""","75""","76""",Orthodox,Orthodox,38%,47%,185 lbs.,25-Apr-15,W,75 of 202,37%,80 of 207, Decision - Unanimous ,35%,49 of 134,5:00,
2380,3-May-85,21-Jan-87,"5' 8""","6' 0""","68""","71""",Orthodox,Orthodox,51%,59%,155 lbs.,25-Apr-15,W,47 of 98,47%,59 of 114, KO/TKO ,43%,25 of 57,4:53,
2381,2-Jul-87,25-Jun-90,"5' 7""","5' 11""","73""","74""",Orthodox,Orthodox,38%,36%,145 lbs.,21-Mar-15,W,1 of 4,25%,5 of 8, Submission ,16%,3 of 9,3:14,perf
2382,29-Feb-80,23-Sep-82,"5' 11""","6' 0""","75""","70""",Orthodox,Southpaw,48%,51%,170 lbs.,25-Apr-15,W,21 of 48,43%,110 of 151, Decision - Unanimous ,60%,47 of 61,5:00,
2383,4-Oct-84,20-Sep-85,"5' 6""","5' 5""","68""","66""",Orthodox,Orthodox,47%,46%,135 lbs.,25-Apr-15,W,34 of 99,34%,40 of 106, Submission ,50%,76 of 141,3:07,
2384,23-Jul-86,3-May-89,"5' 10""","6' 0""","71""","72""",Orthodox,Southpaw,42%,48%,170 lbs.,25-Apr-15,W,84 of 172,48%,84 of 172, Decision - Unanimous ,46%,99 of 207,5:00,fight
2385,23-Feb-89,10-Nov-88,"5' 9""","5' 9""","70""",--,Southpaw,Orthodox,51%,43%,155 lbs.,25-Apr-15,W,49 of 86,56%,82 of 127, Submission ,32%,22 of 57,1:35,
2386,10-Jun-81,9-Feb-76,"6' 1""","5' 10""","74""","70""",Orthodox,Orthodox,51%,49%,170 lbs.,25-Apr-15,W,36 of 64,56%,64 of 97, Decision - Unanimous ,27%,29 of 75,5:00,
2387,14-Apr-77,29-Apr-83,"5' 7""","5' 7""",--,"68""",Orthodox,Orthodox,44%,37%,115 lbs.,25-Apr-15,L,46 of 107,42%,60 of 125, Decision - Unanimous ,30%,50 of 136,5:00,
2388,10-Aug-85,24-Dec-87,"5' 4""","5' 2""","63""","64""",Orthodox,Orthodox,42%,52%,115 lbs.,25-Apr-15,W,18 of 52,34%,131 of 171, Decision - Unanimous ,41%,50 of 92,5:00,
2389,30-May-78,17-Oct-84,"6' 1""","6' 3""","74""","77""",Southpaw,Southpaw,53%,48%,185 lbs.,18-Apr-15,L,13 of 27,48%,19 of 33, Submission ,52%,39 of 63,2:31,perf
2390,7-Dec-79,20-Nov-86,"6' 1""","6' 2""","72""","75""",Orthodox,Orthodox,47%,44%,185 lbs.,18-Apr-15,W,6 of 9,66%,10 of 13, Submission ,50%,7 of 14,2:33,
2391,2-Nov-83,4-Dec-91,"5' 8""","5' 11""","70""","69""",Orthodox,Orthodox,50%,46%,145 lbs.,18-Apr-15,L,56 of 136,41%,58 of 138, Submission ,41%,86 of 202,3:58,perf
2392,18-Sep-84,26-Mar-94,"5' 4""","5' 4""","65""","65""",Orthodox,Orthodox,36%,52%,115 lbs.,18-Apr-15,L,28 of 47,59%,44 of 67, Decision - Unanimous ,72%,199 of 241,5:00,
2393,30-Aug-83,6-May-89,"5' 8""","5' 10""","71""","72""",Southpaw,Southpaw,40%,49%,155 lbs.,18-Apr-15,L,11 of 27,40%,24 of 43, Decision - Unanimous ,50%,55 of 86,5:00,
2394,8-Apr-83,16-Nov-80,"6' 3""","6' 2""","80""","76""",Southpaw,Orthodox,46%,50%,205 lbs.,18-Apr-15,W,18 of 41,43%,18 of 41, KO/TKO ,60%,15 of 27,4:54,
2395,22-Sep-89,18-Aug-85,"6' 3""","6' 3""","79""","76""",Orthodox,Orthodox,46%,43%,205 lbs.,18-Apr-15,L,111 of 279,39%,113 of 281, KO/TKO ,41%,70 of 168,4:18,fight
2396,16-Dec-83,31-Jul-89,"5' 7""","5' 7""","69""","71""",Orthodox,Orthodox,37%,49%,135 lbs.,18-Apr-15,L,13 of 42,30%,19 of 49, Submission ,59%,60 of 84,2:11,
2397,13-Mar-81,20-Feb-84,"6' 0""","6' 2""","73""","75""",Orthodox,Orthodox,39%,48%,170 lbs.,18-Apr-15,L,39 of 164,23%,43 of 169, Submission ,36%,69 of 151,3:41,
2398,27-May-87,9-Jun-87,"5' 7""","5' 9""","64""","71""",Orthodox,Southpaw,47%,57%,145 lbs.,18-Apr-15,W,12 of 24,50%,25 of 39, TKO - Doctor's Stoppage ,61%,17 of 24,5:00,
2399,22-Jul-83,8-Sep-87,"6' 0""","5' 10""","76""","72""",Orthodox,Orthodox,32%,32%,185 lbs.,18-Apr-15,L,37 of 140,26%,48 of 154, Decision - Split ,31%,65 of 162,5:00,
2400,18-May-79,10-Sep-74,"6' 2""","6' 2""","76""","73""",Orthodox,Southpaw,45%,50%,242 lbs.,11-Apr-15,L,19 of 47,40%,46 of 75, KO/TKO ,45%,32 of 59,3:30,fight
2401,18-Feb-80,24-Feb-83,"6' 1""","6' 2""","79""","78""",Orthodox,Orthodox,54%,49%,205 lbs.,11-Apr-15,W,43 of 86,50%,81 of 130, Decision - Unanimous ,41%,58 of 120,5:00,
2402,8-Feb-89,20-Aug-84,"6' 0""","6' 1""","73""","71""",Orthodox,Southpaw,33%,40%,170 lbs.,11-Apr-15,W,30 of 60,50%,77 of 113, Decision - Unanimous ,37%,38 of 70,5:00,
2403,23-Dec-85,8-Sep-91,"5' 6""","5' 7""","65""","67""",Orthodox,Orthodox,50%,31%,125 lbs.,11-Apr-15,L,11 of 24,45%,13 of 26, Submission ,37%,12 of 32,1:30,perf
2404,26-Oct-81,25-Aug-91,"6' 3""","6' 2""","75""","74""",Orthodox,Southpaw,31%,49%,170 lbs.,11-Apr-15,L,0 of 4,0%,0 of 4, KO/TKO ,100%,3 of 3,0:08,perf
2405,26-Apr-86,1-Sep-82,"6' 0""","6' 1""","75""","72""",Orthodox,Southpaw,68%,54%,170 lbs.,11-Apr-15,W,41 of 53,77%,116 of 132, Decision - Unanimous ,61%,51 of 59,5:00,
2406,6-Sep-81,,"6' 1""",,"78""",,Orthodox,,40%,,185 lbs.,25-Aug-07,W,10 of 18,55%,12 of 20, Submission ,42%,14 of 29,3:47,sub
2407,15-Feb-85,6-May-86,"6' 1""","6' 2""","78""","75""",Southpaw,Southpaw,42%,43%,185 lbs.,22-Feb-15,L,13 of 36,36%,13 of 36, KO/TKO ,50%,4 of 8,3:34,perf
2408,23-Jul-82,16-Aug-87,"6' 0""","5' 11""","72""","73""",Orthodox,Orthodox,42%,34%,170 lbs.,11-Apr-15,W,51 of 82,62%,51 of 82, Decision - Unanimous ,42%,50 of 114,5:00,
2409,20-Feb-90,4-Feb-81,"5' 5""","5' 9""","70""","71""",Orthodox,Orthodox,36%,41%,135 lbs.,11-Apr-15,L,14 of 23,60%,16 of 25, Decision - Unanimous ,68%,70 of 82,5:00,
2410,31-Aug-82,14-Apr-80,"6' 0""","6' 5""","74""","76""",Southpaw,Orthodox,57%,65%,247 lbs.,11-Apr-15,L,36 of 44,81%,81 of 91, Decision - Unanimous ,83%,113 of 131,5:00,
2411,11-Jul-91,14-Jul-90,"5' 5""","5' 2""",--,"63""",Orthodox,Orthodox,71%,47%,115 lbs.,11-Apr-15,L,32 of 45,71%,42 of 55, Submission ,67%,53 of 74,3:34,
2412,10-Oct-89,25-Mar-90,"5' 10""","5' 10""",--,"70""",Orthodox,Southpaw,50%,44%,155 lbs.,11-Apr-15,L,3 of 5,60%,5 of 7, KO/TKO ,73%,45 of 57,1:35,
2413,8-Apr-92,8-Apr-87,"5' 6""","5' 9""","73""",--,Southpaw,Orthodox,45%,51%,135 lbs.,11-Apr-15,W,80 of 143,55%,86 of 149, Decision - Unanimous ,51%,49 of 84,5:00,
2414,1-May-85,21-May-82,"5' 6""","5' 8""","66""","71""",Orthodox,Orthodox,49%,47%,145 lbs.,4-Apr-15,W,27 of 32,84%,32 of 37, KO/TKO ,36%,8 of 22,2:45,perf
2415,12-Nov-84,30-Apr-87,"5' 11""","5' 10""","74""","70""",Orthodox,Orthodox,48%,40%,170 lbs.,4-Apr-15,L,83 of 170,48%,86 of 173, Decision - Split ,35%,55 of 153,5:00,
2416,7-Dec-87,24-Nov-85,"6' 1""","5' 10""","75""","73""",Southpaw,Orthodox,40%,34%,170 lbs.,4-Apr-15,W,59 of 128,46%,98 of 173, Decision - Unanimous ,54%,81 of 141,5:00,
2417,19-Aug-89,4-Aug-89,"5' 6""","5' 3""","69""",--,Orthodox,Orthodox,47%,31%,135 lbs.,4-Apr-15,W,37 of 73,50%,65 of 115, KO/TKO ,0%,10 of 24,3:59,perf
2418,8-Dec-81,14-Mar-86,"5' 7""","5' 8""","70""","71""",Orthodox,Orthodox,34%,44%,155 lbs.,4-Apr-15,W,27 of 64,42%,44 of 85, Decision - Unanimous ,28%,41 of 103,5:00,
2419,19-Jan-89,18-Jan-85,"5' 9""","5' 9""","72""","74""",Southpaw,Orthodox,50%,37%,155 lbs.,4-Apr-15,W,24 of 50,48%,29 of 56, KO/TKO ,35%,20 of 56,3:45,perf
2420,5-Feb-80,11-Dec-89,"6' 0""","6' 0""","75""","73""",Orthodox,Orthodox,44%,37%,155 lbs.,21-Mar-15,W,12 of 39,30%,16 of 43, Submission ,38%,24 of 46,2:29,
2421,19-Feb-84,27-Jul-83,"5' 6""","5' 5""","66""","67""",Orthodox,Orthodox,54%,40%,125 lbs.,4-Apr-15,W,38 of 66,57%,149 of 189, Decision - Unanimous ,45%,67 of 127,5:00,
2422,9-May-79,18-Jul-84,"5' 9""","6' 3""","70""","74""",Orthodox,Southpaw,32%,47%,155 lbs.,4-Apr-15,L,21 of 55,38%,27 of 61, Decision - Unanimous ,43%,46 of 92,5:00,
2423,25-Jan-83,6-Sep-87,"6' 2""","5' 11""","75""",--,Southpaw,Orthodox,60%,36%,170 lbs.,4-Apr-15,W,50 of 84,59%,87 of 127, Decision - Unanimous ,31%,88 of 145,5:00,
2424,6-Nov-77,1-Oct-83,"6' 1""","6' 1""","72""","74""",Southpaw,Southpaw,43%,40%,170 lbs.,21-Mar-15,W,36 of 69,52%,76 of 121, Decision - Unanimous ,27%,54 of 121,5:00,
2425,21-Jun-84,30-Nov-77,"6' 0""","5' 10""","74""","73""",Orthodox,Orthodox,48%,36%,170 lbs.,21-Mar-15,W,14 of 32,43%,16 of 34, Submission ,19%,7 of 24,4:21,
2426,30-May-88,8-Aug-80,"5' 8""","5' 7""","69""",--,Orthodox,Orthodox,51%,30%,145 lbs.,21-Mar-15,W,15 of 17,88%,17 of 20, KO/TKO ,12%,1 of 8,1:56,
2427,20-Jul-86,21-Feb-88,"5' 10""","5' 11""","71""","76""",Orthodox,Orthodox,45%,50%,170 lbs.,21-Mar-15,W,17 of 44,38%,37 of 69, Submission ,38%,31 of 80,4:14,perf
2428,24-Aug-78,14-Jan-83,"5' 9""","5' 10""","70""","71""",Southpaw,Southpaw,43%,45%,155 lbs.,21-Mar-15,W,39 of 115,33%,91 of 169, Decision - Unanimous ,45%,82 of 127,5:00,
2429,17-Oct-84,31-Oct-81,"6' 0""","5' 8""","74""","66""",Orthodox,Orthodox,44%,40%,145 lbs.,21-Mar-15,W,5 of 7,71%,5 of 7, KO/TKO ,25%,1 of 4,1:31,perf
2430,11-Nov-85,19-Oct-88,"5' 9""","5' 8""","72""","70""",Orthodox,Southpaw,48%,40%,155 lbs.,21-Mar-15,NC,25 of 48,52%,28 of 52, Overturned ,30%,26 of 77,2:45,
2431,25-Apr-89,22-Jul-86,"5' 10""","5' 8""","70""",--,Orthodox,Orthodox,48%,42%,155 lbs.,21-Mar-15,W,94 of 191,49%,151 of 252, Decision - Unanimous ,43%,52 of 110,5:00,
2432,22-Jan-80,23-Jan-90,"5' 8""","5' 10""",--,"71""",Orthodox,Orthodox,31%,41%,155 lbs.,21-Mar-15,L,0 of 4,0%,11 of 16, Submission ,52%,37 of 54,3:12,
2433,,2-Sep-81,,"6' 0""",,"72""",,Orthodox,,47%,,27-May-06,W,1 of 2,50%,6 of 8, Submission ,33%,4 of 6,2:20,
2434,22-Dec-82,22-Sep-79,"5' 4""","5' 3""",--,"65""",Orthodox,Orthodox,18%,26%,125 lbs.,21-Mar-15,L,15 of 79,18%,25 of 90, KO/TKO ,20%,20 of 98,1:34,perf
2435,27-Jan-87,26-Oct-84,"5' 10""","5' 8""","72""","70""",Orthodox,Southpaw,47%,46%,155 lbs.,14-Mar-15,L,54 of 162,33%,96 of 205, Decision - Unanimous ,52%,144 of 233,5:00,belt perf
2436,10-Oct-87,18-Aug-87,"5' 1""","5' 6""","63""","65""",Orthodox,Orthodox,43%,48%,115 lbs.,14-Mar-15,L,4 of 22,18%,6 of 24, KO/TKO ,50%,55 of 107,4:17,belt perf
2437,12-Sep-83,10-Jan-81,"5' 9""","6' 0""","69""","75""",Southpaw,Orthodox,45%,54%,185 lbs.,14-Mar-15,W,36 of 67,53%,85 of 124, Decision - Unanimous ,46%,39 of 66,5:00,
2438,21-Feb-88,15-Mar-77,"5' 7""","5' 4""",--,"66""",Orthodox,Southpaw,39%,45%,135 lbs.,28-Feb-15,NC,16 of 49,32%,19 of 53, Could Not Continue ,38%,19 of 49,2:37,
2439,20-Jun-76,17-May-80,"6' 0""","6' 4""","73""","80""",Orthodox,Orthodox,36%,64%,263 lbs.,14-Mar-15,L,23 of 77,29%,23 of 77, Decision - Unanimous ,73%,62 of 84,5:00,
2440,27-May-81,9-Feb-87,"5' 3""","5' 4""","64""","64""",Southpaw,Orthodox,43%,45%,125 lbs.,14-Mar-15,L,22 of 71,30%,41 of 92, Decision - Unanimous ,53%,111 of 162,5:00,
2441,26-Sep-84,23-Apr-84,"5' 8""","5' 9""","69""","70""",Orthodox,Orthodox,40%,28%,155 lbs.,14-Mar-15,W,25 of 75,33%,25 of 75, KO/TKO ,20%,23 of 111,1:33,perf
2442,31-May-88,9-Sep-83,"6' 1""","6' 3""","75""",--,Orthodox,Southpaw,42%,37%,185 lbs.,14-Mar-15,W,39 of 113,34%,55 of 135, KO/TKO ,32%,17 of 50,4:07,
2443,11-Jun-85,6-May-89,"5' 8""","5' 10""","72""","72""",Switch,Southpaw,38%,49%,155 lbs.,14-Mar-15,L,17 of 43,39%,18 of 44, Submission ,52%,30 of 54,2:38,perf
2444,4-Aug-86,20-Oct-82,"6' 2""","6' 1""","75""",--,Orthodox,Orthodox,46%,31%,265 lbs.,14-Mar-15,W,22 of 45,48%,51 of 79, KO/TKO ,25%,19 of 46,3:12,
2445,18-Aug-93,25-Aug-89,"5' 6""","5' 5""","69""","68""",Orthodox,Orthodox,37%,41%,125 lbs.,14-Mar-15,L,39 of 100,39%,51 of 113, KO/TKO ,31%,29 of 91,1:34,
2446,21-Jun-86,18-Feb-88,"5' 11""","5' 10""",--,"73""",Switch,Orthodox,52%,34%,155 lbs.,14-Mar-15,L,6 of 23,26%,6 of 23, KO/TKO ,37%,15 of 40,1:47,
2447,7-Sep-94,24-Apr-84,"5' 7""","5' 9""",--,"71""",Orthodox,Orthodox,19%,46%,135 lbs.,14-Mar-15,L,8 of 60,13%,13 of 66, KO/TKO ,34%,31 of 86,2:02,
2448,1-Feb-87,1-Jul-82,"5' 7""","5' 6""","66""","68""",Orthodox,Southpaw,52%,61%,135 lbs.,28-Feb-15,W,0 of 0,0%,0 of 0, Submission ,0%,0 of 1,0:14,belt perf
2449,31-Jan-89,20-Feb-84,"6' 2""","6' 2""","75""","75""",Orthodox,Orthodox,38%,48%,170 lbs.,28-Feb-15,L,7 of 24,29%,7 of 24, KO/TKO ,54%,25 of 47,2:17,perf
2450,5-Sep-88,17-Oct-81,"5' 7""","5' 8""","67""","69""",Orthodox,Southpaw,48%,38%,135 lbs.,28-Feb-15,L,40 of 139,28%,51 of 150, Decision - Split ,20%,48 of 214,5:00,
2451,28-Mar-85,30-Nov-77,"5' 9""","5' 10""","71""","73""",Orthodox,Orthodox,39%,36%,170 lbs.,28-Feb-15,W,15 of 52,28%,26 of 64, Submission ,17%,21 of 55,4:20,perf
2452,25-Nov-81,1-Dec-88,"6' 0""","6' 0""","73""","73""",Southpaw,Orthodox,50%,46%,170 lbs.,28-Feb-15,W,12 of 25,48%,12 of 25, KO/TKO ,50%,14 of 25,2:19,
2453,12-Feb-84,7-Oct-83,"5' 11""","5' 10""","76""","71""",Orthodox,Southpaw,45%,31%,155 lbs.,28-Feb-15,W,11 of 38,28%,17 of 45, Submission ,10%,2 of 20,2:37,perf
2454,9-Feb-78,2-Jun-78,"6' 0""","5' 11""","71""","76""",Orthodox,Orthodox,51%,46%,185 lbs.,28-Feb-15,L,0 of 1,0%,0 of 1, Submission ,33%,2 of 4,1:40,
2455,7-Feb-85,23-Feb-78,"6' 3""","6' 2""","79""","75""",Orthodox,Orthodox,50%,37%,260 lbs.,28-Feb-15,W,53 of 82,64%,60 of 91, KO/TKO ,53%,31 of 40,3:18,
2456,4-Jun-86,15-Aug-85,"6' 2""","6' 0""","73""","73""",Orthodox,Orthodox,49%,37%,170 lbs.,28-Feb-15,L,87 of 209,41%,98 of 221, Decision - Split ,34%,87 of 254,5:00,
2457,6-Oct-86,29-May-88,"5' 10""","5' 10""","70""",--,Orthodox,Orthodox,32%,37%,145 lbs.,28-Feb-15,W,41 of 134,30%,61 of 158, Decision - Split ,37%,40 of 102,5:00,
2458,14-Sep-79,24-May-79,"6' 4""","6' 3""","82""","79""",Orthodox,Southpaw,45%,47%,264 lbs.,22-Feb-15,L,1 of 3,33%,1 of 3, KO/TKO ,55%,10 of 18,1:40,perf
2459,1-Jul-91,17-Dec-89,"5' 11""","6' 4""","75""","76""",Orthodox,Orthodox,54%,34%,170 lbs.,22-Feb-15,L,8 of 20,40%,8 of 20, KO/TKO ,35%,13 of 37,3:14,perf
